antecedents,consequents,antecedent support,consequent support,support,confidence,lift
"frozenset({'Microwave', 'Toilet'})",frozenset({'Seat'}),0.555555556,0.916666667,0.555555556,1,1.090909091
frozenset({'Microwave'}),"frozenset({'Seat', 'Toilet'})",0.583333333,0.888888889,0.555555556,0.952380952,1.071428571
"frozenset({'Shower', 'Toaster'})",frozenset({'Microwave'}),0.361111111,0.583333333,0.361111111,1,1.714285714
"frozenset({'Microwave', 'Toaster'})",frozenset({'Shower'}),0.361111111,0.694444444,0.361111111,1,1.44
frozenset({'Toaster'}),"frozenset({'Shower', 'Microwave'})",0.361111111,0.555555556,0.361111111,1,1.8
"frozenset({'Shower', 'Microwave'})",frozenset({'Toilet'}),0.555555556,0.916666667,0.527777778,0.95,1.036363636
"frozenset({'Microwave', 'Toilet'})",frozenset({'Shower'}),0.555555556,0.694444444,0.527777778,0.95,1.368
frozenset({'Microwave'}),"frozenset({'Shower', 'Toilet'})",0.583333333,0.666666667,0.527777778,0.904761905,1.357142857
"frozenset({'Microwave', 'Toaster'})",frozenset({'Toilet'}),0.361111111,0.916666667,0.333333333,0.923076923,1.006993007
"frozenset({'Toaster', 'Toilet'})",frozenset({'Microwave'}),0.333333333,0.583333333,0.333333333,1,1.714285714
frozenset({'Toaster'}),"frozenset({'Microwave', 'Toilet'})",0.361111111,0.555555556,0.333333333,0.923076923,1.661538462
"frozenset({'Shower', 'Toaster'})",frozenset({'Seat'}),0.361111111,0.916666667,0.361111111,1,1.090909091
"frozenset({'Seat', 'Toaster'})",frozenset({'Shower'}),0.361111111,0.694444444,0.361111111,1,1.44
frozenset({'Toaster'}),"frozenset({'Shower', 'Seat'})",0.361111111,0.666666667,0.361111111,1,1.5
"frozenset({'Shower', 'Seat'})",frozenset({'Toilet'}),0.666666667,0.916666667,0.638888889,0.958333333,1.045454545
"frozenset({'Shower', 'Toilet'})",frozenset({'Seat'}),0.666666667,0.916666667,0.638888889,0.958333333,1.045454545
frozenset({'Shower'}),"frozenset({'Seat', 'Toilet'})",0.694444444,0.888888889,0.638888889,0.92,1.035
"frozenset({'Toaster', 'Toilet'})",frozenset({'Seat'}),0.333333333,0.916666667,0.333333333,1,1.090909091
"frozenset({'Seat', 'Toaster'})",frozenset({'Toilet'}),0.361111111,0.916666667,0.333333333,0.923076923,1.006993007
frozenset({'Toaster'}),"frozenset({'Seat', 'Toilet'})",0.361111111,0.888888889,0.333333333,0.923076923,1.038461538
"frozenset({'Shower', 'Toaster'})",frozenset({'Toilet'}),0.361111111,0.916666667,0.333333333,0.923076923,1.006993007
"frozenset({'Toaster', 'Toilet'})",frozenset({'Shower'}),0.333333333,0.694444444,0.333333333,1,1.44
frozenset({'Toaster'}),"frozenset({'Shower', 'Toilet'})",0.361111111,0.666666667,0.333333333,0.923076923,1.384615385
"frozenset({'Cupboard', ' Door ', 'Basin'})",frozenset({'Bed'}),0.25,0.777777778,0.25,1,1.285714286
"frozenset({'Cupboard', ' Door ', 'Bed'})",frozenset({'Basin'}),0.25,0.805555556,0.25,1,1.24137931
"frozenset({'Cupboard', ' Door '})","frozenset({'Basin', 'Bed'})",0.25,0.638888889,0.25,1,1.565217391
"frozenset({' Door ', 'Basin', 'Fridge'})",frozenset({'Bed'}),0.361111111,0.777777778,0.361111111,1,1.285714286
"frozenset({' Door ', 'Basin', 'Bed'})",frozenset({'Fridge'}),0.361111111,0.944444444,0.361111111,1,1.058823529
"frozenset({' Door ', 'Fridge', 'Bed'})",frozenset({'Basin'}),0.361111111,0.805555556,0.361111111,1,1.24137931
"frozenset({' Door ', 'Basin'})","frozenset({'Fridge', 'Bed'})",0.361111111,0.777777778,0.361111111,1,1.285714286
"frozenset({' Door ', 'Fridge'})","frozenset({'Basin', 'Bed'})",0.361111111,0.638888889,0.361111111,1,1.565217391
"frozenset({' Door ', 'Bed'})","frozenset({'Basin', 'Fridge'})",0.361111111,0.805555556,0.361111111,1,1.24137931
frozenset({' Door '}),"frozenset({'Basin', 'Fridge', 'Bed'})",0.361111111,0.638888889,0.361111111,1,1.565217391
"frozenset({'Maindoor', ' Door ', 'Basin'})",frozenset({'Bed'}),0.333333333,0.777777778,0.333333333,1,1.285714286
"frozenset({'Maindoor', ' Door ', 'Bed'})",frozenset({'Basin'}),0.333333333,0.805555556,0.333333333,1,1.24137931
"frozenset({'Maindoor', 'Basin', 'Bed'})",frozenset({' Door '}),0.361111111,0.361111111,0.333333333,0.923076923,2.556213018
"frozenset({' Door ', 'Basin', 'Bed'})",frozenset({'Maindoor'}),0.361111111,0.638888889,0.333333333,0.923076923,1.444816054
"frozenset({'Maindoor', ' Door '})","frozenset({'Basin', 'Bed'})",0.333333333,0.638888889,0.333333333,1,1.565217391
"frozenset({' Door ', 'Basin'})","frozenset({'Maindoor', 'Bed'})",0.361111111,0.472222222,0.333333333,0.923076923,1.954751131
"frozenset({' Door ', 'Bed'})","frozenset({'Maindoor', 'Basin'})",0.361111111,0.527777778,0.333333333,0.923076923,1.748987854
frozenset({' Door '}),"frozenset({'Maindoor', 'Basin', 'Bed'})",0.361111111,0.361111111,0.333333333,0.923076923,2.556213018
"frozenset({' Door ', 'Basin', 'Seat'})",frozenset({'Bed'}),0.361111111,0.777777778,0.361111111,1,1.285714286
"frozenset({' Door ', 'Basin', 'Bed'})",frozenset({'Seat'}),0.361111111,0.916666667,0.361111111,1,1.090909091
"frozenset({' Door ', 'Seat', 'Bed'})",frozenset({'Basin'}),0.361111111,0.805555556,0.361111111,1,1.24137931
"frozenset({' Door ', 'Basin'})","frozenset({'Seat', 'Bed'})",0.361111111,0.75,0.361111111,1,1.333333333
"frozenset({' Door ', 'Seat'})","frozenset({'Basin', 'Bed'})",0.361111111,0.638888889,0.361111111,1,1.565217391
"frozenset({' Door ', 'Bed'})","frozenset({'Basin', 'Seat'})",0.361111111,0.777777778,0.361111111,1,1.285714286
frozenset({' Door '}),"frozenset({'Basin', 'Seat', 'Bed'})",0.361111111,0.611111111,0.361111111,1,1.636363636
"frozenset({'Shower', ' Door ', 'Basin'})",frozenset({'Bed'}),0.222222222,0.777777778,0.222222222,1,1.285714286
"frozenset({'Shower', ' Door ', 'Bed'})",frozenset({'Basin'}),0.222222222,0.805555556,0.222222222,1,1.24137931
"frozenset({'Shower', ' Door '})","frozenset({'Basin', 'Bed'})",0.222222222,0.638888889,0.222222222,1,1.565217391
"frozenset({' Door ', 'Basin', 'Bed'})",frozenset({'Toilet'}),0.361111111,0.916666667,0.361111111,1,1.090909091
"frozenset({' Door ', 'Basin', 'Toilet'})",frozenset({'Bed'}),0.361111111,0.777777778,0.361111111,1,1.285714286
"frozenset({' Door ', 'Bed', 'Toilet'})",frozenset({'Basin'}),0.361111111,0.805555556,0.361111111,1,1.24137931
"frozenset({' Door ', 'Basin'})","frozenset({'Bed', 'Toilet'})",0.361111111,0.75,0.361111111,1,1.333333333
"frozenset({' Door ', 'Bed'})","frozenset({'Basin', 'Toilet'})",0.361111111,0.777777778,0.361111111,1,1.285714286
"frozenset({' Door ', 'Toilet'})","frozenset({'Basin', 'Bed'})",0.361111111,0.638888889,0.361111111,1,1.565217391
frozenset({' Door '}),"frozenset({'Basin', 'Bed', 'Toilet'})",0.361111111,0.611111111,0.361111111,1,1.636363636
"frozenset({'Cupboard', ' Door ', 'Basin'})",frozenset({'Fridge'}),0.25,0.944444444,0.25,1,1.058823529
"frozenset({'Cupboard', ' Door ', 'Fridge'})",frozenset({'Basin'}),0.25,0.805555556,0.25,1,1.24137931
"frozenset({'Cupboard', ' Door '})","frozenset({'Basin', 'Fridge'})",0.25,0.805555556,0.25,1,1.24137931
"frozenset({'Maindoor', 'Cupboard', ' Door '})",frozenset({'Basin'}),0.222222222,0.805555556,0.222222222,1,1.24137931
"frozenset({'Cupboard', ' Door ', 'Basin'})",frozenset({'Seat'}),0.25,0.916666667,0.25,1,1.090909091
"frozenset({'Cupboard', ' Door ', 'Seat'})",frozenset({'Basin'}),0.25,0.805555556,0.25,1,1.24137931
"frozenset({'Cupboard', ' Door '})","frozenset({'Basin', 'Seat'})",0.25,0.777777778,0.25,1,1.285714286
"frozenset({'Cupboard', ' Door ', 'Basin'})",frozenset({'Toilet'}),0.25,0.916666667,0.25,1,1.090909091
"frozenset({'Cupboard', ' Door ', 'Toilet'})",frozenset({'Basin'}),0.25,0.805555556,0.25,1,1.24137931
"frozenset({'Cupboard', ' Door '})","frozenset({'Basin', 'Toilet'})",0.25,0.777777778,0.25,1,1.285714286
"frozenset({'Maindoor', ' Door ', 'Basin'})",frozenset({'Fridge'}),0.333333333,0.944444444,0.333333333,1,1.058823529
"frozenset({'Maindoor', ' Door ', 'Fridge'})",frozenset({'Basin'}),0.333333333,0.805555556,0.333333333,1,1.24137931
"frozenset({' Door ', 'Basin', 'Fridge'})",frozenset({'Maindoor'}),0.361111111,0.638888889,0.333333333,0.923076923,1.444816054
"frozenset({'Maindoor', ' Door '})","frozenset({'Basin', 'Fridge'})",0.333333333,0.805555556,0.333333333,1,1.24137931
"frozenset({' Door ', 'Basin'})","frozenset({'Maindoor', 'Fridge'})",0.361111111,0.638888889,0.333333333,0.923076923,1.444816054
"frozenset({' Door ', 'Fridge'})","frozenset({'Maindoor', 'Basin'})",0.361111111,0.527777778,0.333333333,0.923076923,1.748987854
frozenset({' Door '}),"frozenset({'Maindoor', 'Basin', 'Fridge'})",0.361111111,0.527777778,0.333333333,0.923076923,1.748987854
"frozenset({' Door ', 'Basin', 'Seat'})",frozenset({'Fridge'}),0.361111111,0.944444444,0.361111111,1,1.058823529
"frozenset({' Door ', 'Basin', 'Fridge'})",frozenset({'Seat'}),0.361111111,0.916666667,0.361111111,1,1.090909091
"frozenset({' Door ', 'Fridge', 'Seat'})",frozenset({'Basin'}),0.361111111,0.805555556,0.361111111,1,1.24137931
"frozenset({' Door ', 'Basin'})","frozenset({'Fridge', 'Seat'})",0.361111111,0.916666667,0.361111111,1,1.090909091
"frozenset({' Door ', 'Seat'})","frozenset({'Basin', 'Fridge'})",0.361111111,0.805555556,0.361111111,1,1.24137931
"frozenset({' Door ', 'Fridge'})","frozenset({'Basin', 'Seat'})",0.361111111,0.777777778,0.361111111,1,1.285714286
frozenset({' Door '}),"frozenset({'Basin', 'Fridge', 'Seat'})",0.361111111,0.777777778,0.361111111,1,1.285714286
"frozenset({'Shower', ' Door ', 'Basin'})",frozenset({'Fridge'}),0.222222222,0.944444444,0.222222222,1,1.058823529
"frozenset({'Shower', ' Door ', 'Fridge'})",frozenset({'Basin'}),0.222222222,0.805555556,0.222222222,1,1.24137931
"frozenset({'Shower', ' Door '})","frozenset({'Basin', 'Fridge'})",0.222222222,0.805555556,0.222222222,1,1.24137931
"frozenset({' Door ', 'Basin', 'Fridge'})",frozenset({'Toilet'}),0.361111111,0.916666667,0.361111111,1,1.090909091
"frozenset({' Door ', 'Basin', 'Toilet'})",frozenset({'Fridge'}),0.361111111,0.944444444,0.361111111,1,1.058823529
"frozenset({' Door ', 'Fridge', 'Toilet'})",frozenset({'Basin'}),0.361111111,0.805555556,0.361111111,1,1.24137931
"frozenset({' Door ', 'Basin'})","frozenset({'Fridge', 'Toilet'})",0.361111111,0.916666667,0.361111111,1,1.090909091
"frozenset({' Door ', 'Fridge'})","frozenset({'Basin', 'Toilet'})",0.361111111,0.777777778,0.361111111,1,1.285714286
"frozenset({' Door ', 'Toilet'})","frozenset({'Basin', 'Fridge'})",0.361111111,0.805555556,0.361111111,1,1.24137931
frozenset({' Door '}),"frozenset({'Basin', 'Fridge', 'Toilet'})",0.361111111,0.777777778,0.361111111,1,1.285714286
"frozenset({'Maindoor', ' Door ', 'Basin'})",frozenset({'Seat'}),0.333333333,0.916666667,0.333333333,1,1.090909091
"frozenset({'Maindoor', ' Door ', 'Seat'})",frozenset({'Basin'}),0.333333333,0.805555556,0.333333333,1,1.24137931
"frozenset({' Door ', 'Basin', 'Seat'})",frozenset({'Maindoor'}),0.361111111,0.638888889,0.333333333,0.923076923,1.444816054
"frozenset({'Maindoor', ' Door '})","frozenset({'Basin', 'Seat'})",0.333333333,0.777777778,0.333333333,1,1.285714286
"frozenset({' Door ', 'Basin'})","frozenset({'Maindoor', 'Seat'})",0.361111111,0.611111111,0.333333333,0.923076923,1.51048951
"frozenset({' Door ', 'Seat'})","frozenset({'Maindoor', 'Basin'})",0.361111111,0.527777778,0.333333333,0.923076923,1.748987854
frozenset({' Door '}),"frozenset({'Maindoor', 'Basin', 'Seat'})",0.361111111,0.5,0.333333333,0.923076923,1.846153846
"frozenset({'Maindoor', ' Door ', 'Basin'})",frozenset({'Toilet'}),0.333333333,0.916666667,0.333333333,1,1.090909091
"frozenset({'Maindoor', ' Door ', 'Toilet'})",frozenset({'Basin'}),0.333333333,0.805555556,0.333333333,1,1.24137931
"frozenset({' Door ', 'Basin', 'Toilet'})",frozenset({'Maindoor'}),0.361111111,0.638888889,0.333333333,0.923076923,1.444816054
"frozenset({'Maindoor', ' Door '})","frozenset({'Basin', 'Toilet'})",0.333333333,0.777777778,0.333333333,1,1.285714286
"frozenset({' Door ', 'Basin'})","frozenset({'Maindoor', 'Toilet'})",0.361111111,0.638888889,0.333333333,0.923076923,1.444816054
"frozenset({' Door ', 'Toilet'})","frozenset({'Maindoor', 'Basin'})",0.361111111,0.527777778,0.333333333,0.923076923,1.748987854
frozenset({' Door '}),"frozenset({'Maindoor', 'Basin', 'Toilet'})",0.361111111,0.527777778,0.333333333,0.923076923,1.748987854
"frozenset({'Shower', ' Door ', 'Basin'})",frozenset({'Seat'}),0.222222222,0.916666667,0.222222222,1,1.090909091
"frozenset({'Shower', ' Door ', 'Seat'})",frozenset({'Basin'}),0.222222222,0.805555556,0.222222222,1,1.24137931
"frozenset({'Shower', ' Door '})","frozenset({'Basin', 'Seat'})",0.222222222,0.777777778,0.222222222,1,1.285714286
"frozenset({' Door ', 'Basin', 'Seat'})",frozenset({'Toilet'}),0.361111111,0.916666667,0.361111111,1,1.090909091
"frozenset({' Door ', 'Basin', 'Toilet'})",frozenset({'Seat'}),0.361111111,0.916666667,0.361111111,1,1.090909091
"frozenset({' Door ', 'Seat', 'Toilet'})",frozenset({'Basin'}),0.361111111,0.805555556,0.361111111,1,1.24137931
"frozenset({' Door ', 'Basin'})","frozenset({'Seat', 'Toilet'})",0.361111111,0.888888889,0.361111111,1,1.125
"frozenset({' Door ', 'Seat'})","frozenset({'Basin', 'Toilet'})",0.361111111,0.777777778,0.361111111,1,1.285714286
"frozenset({' Door ', 'Toilet'})","frozenset({'Basin', 'Seat'})",0.361111111,0.777777778,0.361111111,1,1.285714286
frozenset({' Door '}),"frozenset({'Basin', 'Seat', 'Toilet'})",0.361111111,0.75,0.361111111,1,1.333333333
"frozenset({'Shower', ' Door ', 'Basin'})",frozenset({'Toilet'}),0.222222222,0.916666667,0.222222222,1,1.090909091
"frozenset({'Shower', ' Door ', 'Toilet'})",frozenset({'Basin'}),0.222222222,0.805555556,0.222222222,1,1.24137931
"frozenset({'Shower', ' Door '})","frozenset({'Basin', 'Toilet'})",0.222222222,0.777777778,0.222222222,1,1.285714286
"frozenset({'Cupboard', ' Door ', 'Fridge'})",frozenset({'Bed'}),0.25,0.777777778,0.25,1,1.285714286
"frozenset({'Cupboard', ' Door ', 'Bed'})",frozenset({'Fridge'}),0.25,0.944444444,0.25,1,1.058823529
"frozenset({'Cupboard', ' Door '})","frozenset({'Fridge', 'Bed'})",0.25,0.777777778,0.25,1,1.285714286
"frozenset({'Maindoor', 'Cupboard', ' Door '})",frozenset({'Bed'}),0.222222222,0.777777778,0.222222222,1,1.285714286
"frozenset({'Cupboard', ' Door ', 'Seat'})",frozenset({'Bed'}),0.25,0.777777778,0.25,1,1.285714286
"frozenset({'Cupboard', ' Door ', 'Bed'})",frozenset({'Seat'}),0.25,0.916666667,0.25,1,1.090909091
"frozenset({'Cupboard', ' Door '})","frozenset({'Seat', 'Bed'})",0.25,0.75,0.25,1,1.333333333
"frozenset({'Cupboard', ' Door ', 'Bed'})",frozenset({'Toilet'}),0.25,0.916666667,0.25,1,1.090909091
"frozenset({'Cupboard', ' Door ', 'Toilet'})",frozenset({'Bed'}),0.25,0.777777778,0.25,1,1.285714286
"frozenset({'Cupboard', ' Door '})","frozenset({'Bed', 'Toilet'})",0.25,0.75,0.25,1,1.333333333
"frozenset({'Maindoor', ' Door ', 'Fridge'})",frozenset({'Bed'}),0.333333333,0.777777778,0.333333333,1,1.285714286
"frozenset({'Maindoor', ' Door ', 'Bed'})",frozenset({'Fridge'}),0.333333333,0.944444444,0.333333333,1,1.058823529
"frozenset({' Door ', 'Fridge', 'Bed'})",frozenset({'Maindoor'}),0.361111111,0.638888889,0.333333333,0.923076923,1.444816054
"frozenset({'Maindoor', ' Door '})","frozenset({'Fridge', 'Bed'})",0.333333333,0.777777778,0.333333333,1,1.285714286
"frozenset({' Door ', 'Fridge'})","frozenset({'Maindoor', 'Bed'})",0.361111111,0.472222222,0.333333333,0.923076923,1.954751131
"frozenset({' Door ', 'Bed'})","frozenset({'Maindoor', 'Fridge'})",0.361111111,0.638888889,0.333333333,0.923076923,1.444816054
frozenset({' Door '}),"frozenset({'Maindoor', 'Fridge', 'Bed'})",0.361111111,0.472222222,0.333333333,0.923076923,1.954751131
"frozenset({' Door ', 'Fridge', 'Seat'})",frozenset({'Bed'}),0.361111111,0.777777778,0.361111111,1,1.285714286
"frozenset({' Door ', 'Seat', 'Bed'})",frozenset({'Fridge'}),0.361111111,0.944444444,0.361111111,1,1.058823529
"frozenset({' Door ', 'Fridge', 'Bed'})",frozenset({'Seat'}),0.361111111,0.916666667,0.361111111,1,1.090909091
"frozenset({' Door ', 'Seat'})","frozenset({'Fridge', 'Bed'})",0.361111111,0.777777778,0.361111111,1,1.285714286
"frozenset({' Door ', 'Fridge'})","frozenset({'Seat', 'Bed'})",0.361111111,0.75,0.361111111,1,1.333333333
"frozenset({' Door ', 'Bed'})","frozenset({'Fridge', 'Seat'})",0.361111111,0.916666667,0.361111111,1,1.090909091
frozenset({' Door '}),"frozenset({'Fridge', 'Seat', 'Bed'})",0.361111111,0.75,0.361111111,1,1.333333333
"frozenset({'Shower', ' Door ', 'Fridge'})",frozenset({'Bed'}),0.222222222,0.777777778,0.222222222,1,1.285714286
"frozenset({'Shower', ' Door ', 'Bed'})",frozenset({'Fridge'}),0.222222222,0.944444444,0.222222222,1,1.058823529
"frozenset({'Shower', ' Door '})","frozenset({'Fridge', 'Bed'})",0.222222222,0.777777778,0.222222222,1,1.285714286
"frozenset({' Door ', 'Fridge', 'Toilet'})",frozenset({'Bed'}),0.361111111,0.777777778,0.361111111,1,1.285714286
"frozenset({' Door ', 'Fridge', 'Bed'})",frozenset({'Toilet'}),0.361111111,0.916666667,0.361111111,1,1.090909091
"frozenset({' Door ', 'Bed', 'Toilet'})",frozenset({'Fridge'}),0.361111111,0.944444444,0.361111111,1,1.058823529
"frozenset({' Door ', 'Fridge'})","frozenset({'Bed', 'Toilet'})",0.361111111,0.75,0.361111111,1,1.333333333
"frozenset({' Door ', 'Toilet'})","frozenset({'Fridge', 'Bed'})",0.361111111,0.777777778,0.361111111,1,1.285714286
"frozenset({' Door ', 'Bed'})","frozenset({'Fridge', 'Toilet'})",0.361111111,0.916666667,0.361111111,1,1.090909091
frozenset({' Door '}),"frozenset({'Fridge', 'Toilet', 'Bed'})",0.361111111,0.75,0.361111111,1,1.333333333
"frozenset({'Maindoor', ' Door ', 'Seat'})",frozenset({'Bed'}),0.333333333,0.777777778,0.333333333,1,1.285714286
"frozenset({'Maindoor', ' Door ', 'Bed'})",frozenset({'Seat'}),0.333333333,0.916666667,0.333333333,1,1.090909091
"frozenset({' Door ', 'Seat', 'Bed'})",frozenset({'Maindoor'}),0.361111111,0.638888889,0.333333333,0.923076923,1.444816054
"frozenset({'Maindoor', ' Door '})","frozenset({'Seat', 'Bed'})",0.333333333,0.75,0.333333333,1,1.333333333
"frozenset({' Door ', 'Seat'})","frozenset({'Maindoor', 'Bed'})",0.361111111,0.472222222,0.333333333,0.923076923,1.954751131
"frozenset({' Door ', 'Bed'})","frozenset({'Maindoor', 'Seat'})",0.361111111,0.611111111,0.333333333,0.923076923,1.51048951
frozenset({' Door '}),"frozenset({'Maindoor', 'Seat', 'Bed'})",0.361111111,0.444444444,0.333333333,0.923076923,2.076923077
"frozenset({'Maindoor', ' Door ', 'Bed'})",frozenset({'Toilet'}),0.333333333,0.916666667,0.333333333,1,1.090909091
"frozenset({'Maindoor', ' Door ', 'Toilet'})",frozenset({'Bed'}),0.333333333,0.777777778,0.333333333,1,1.285714286
"frozenset({' Door ', 'Bed', 'Toilet'})",frozenset({'Maindoor'}),0.361111111,0.638888889,0.333333333,0.923076923,1.444816054
"frozenset({'Maindoor', ' Door '})","frozenset({'Bed', 'Toilet'})",0.333333333,0.75,0.333333333,1,1.333333333
"frozenset({' Door ', 'Bed'})","frozenset({'Maindoor', 'Toilet'})",0.361111111,0.638888889,0.333333333,0.923076923,1.444816054
"frozenset({' Door ', 'Toilet'})","frozenset({'Maindoor', 'Bed'})",0.361111111,0.472222222,0.333333333,0.923076923,1.954751131
frozenset({' Door '}),"frozenset({'Maindoor', 'Bed', 'Toilet'})",0.361111111,0.472222222,0.333333333,0.923076923,1.954751131
"frozenset({'Shower', ' Door ', 'Seat'})",frozenset({'Bed'}),0.222222222,0.777777778,0.222222222,1,1.285714286
"frozenset({'Shower', ' Door ', 'Bed'})",frozenset({'Seat'}),0.222222222,0.916666667,0.222222222,1,1.090909091
"frozenset({'Shower', ' Door '})","frozenset({'Seat', 'Bed'})",0.222222222,0.75,0.222222222,1,1.333333333
"frozenset({' Door ', 'Seat', 'Toilet'})",frozenset({'Bed'}),0.361111111,0.777777778,0.361111111,1,1.285714286
"frozenset({' Door ', 'Seat', 'Bed'})",frozenset({'Toilet'}),0.361111111,0.916666667,0.361111111,1,1.090909091
"frozenset({' Door ', 'Bed', 'Toilet'})",frozenset({'Seat'}),0.361111111,0.916666667,0.361111111,1,1.090909091
"frozenset({' Door ', 'Seat'})","frozenset({'Bed', 'Toilet'})",0.361111111,0.75,0.361111111,1,1.333333333
"frozenset({' Door ', 'Toilet'})","frozenset({'Seat', 'Bed'})",0.361111111,0.75,0.361111111,1,1.333333333
"frozenset({' Door ', 'Bed'})","frozenset({'Seat', 'Toilet'})",0.361111111,0.888888889,0.361111111,1,1.125
frozenset({' Door '}),"frozenset({'Seat', 'Toilet', 'Bed'})",0.361111111,0.722222222,0.361111111,1,1.384615385
"frozenset({'Shower', ' Door ', 'Bed'})",frozenset({'Toilet'}),0.222222222,0.916666667,0.222222222,1,1.090909091
"frozenset({'Shower', ' Door ', 'Toilet'})",frozenset({'Bed'}),0.222222222,0.777777778,0.222222222,1,1.285714286
"frozenset({'Shower', ' Door '})","frozenset({'Bed', 'Toilet'})",0.222222222,0.75,0.222222222,1,1.333333333
"frozenset({'Maindoor', 'Cupboard', ' Door '})",frozenset({'Fridge'}),0.222222222,0.944444444,0.222222222,1,1.058823529
"frozenset({'Cupboard', ' Door ', 'Seat'})",frozenset({'Fridge'}),0.25,0.944444444,0.25,1,1.058823529
"frozenset({'Cupboard', ' Door ', 'Fridge'})",frozenset({'Seat'}),0.25,0.916666667,0.25,1,1.090909091
"frozenset({'Cupboard', ' Door '})","frozenset({'Fridge', 'Seat'})",0.25,0.916666667,0.25,1,1.090909091
"frozenset({'Cupboard', ' Door ', 'Fridge'})",frozenset({'Toilet'}),0.25,0.916666667,0.25,1,1.090909091
"frozenset({'Cupboard', ' Door ', 'Toilet'})",frozenset({'Fridge'}),0.25,0.944444444,0.25,1,1.058823529
"frozenset({'Cupboard', ' Door '})","frozenset({'Fridge', 'Toilet'})",0.25,0.916666667,0.25,1,1.090909091
"frozenset({'Maindoor', 'Cupboard', ' Door '})",frozenset({'Seat'}),0.222222222,0.916666667,0.222222222,1,1.090909091
"frozenset({'Maindoor', 'Cupboard', ' Door '})",frozenset({'Toilet'}),0.222222222,0.916666667,0.222222222,1,1.090909091
"frozenset({'Cupboard', ' Door ', 'Seat'})",frozenset({'Toilet'}),0.25,0.916666667,0.25,1,1.090909091
"frozenset({'Cupboard', ' Door ', 'Toilet'})",frozenset({'Seat'}),0.25,0.916666667,0.25,1,1.090909091
"frozenset({'Cupboard', ' Door '})","frozenset({'Seat', 'Toilet'})",0.25,0.888888889,0.25,1,1.125
"frozenset({'Maindoor', ' Door ', 'Seat'})",frozenset({'Fridge'}),0.333333333,0.944444444,0.333333333,1,1.058823529
"frozenset({'Maindoor', ' Door ', 'Fridge'})",frozenset({'Seat'}),0.333333333,0.916666667,0.333333333,1,1.090909091
"frozenset({' Door ', 'Fridge', 'Seat'})",frozenset({'Maindoor'}),0.361111111,0.638888889,0.333333333,0.923076923,1.444816054
"frozenset({'Maindoor', ' Door '})","frozenset({'Fridge', 'Seat'})",0.333333333,0.916666667,0.333333333,1,1.090909091
"frozenset({' Door ', 'Seat'})","frozenset({'Maindoor', 'Fridge'})",0.361111111,0.638888889,0.333333333,0.923076923,1.444816054
"frozenset({' Door ', 'Fridge'})","frozenset({'Maindoor', 'Seat'})",0.361111111,0.611111111,0.333333333,0.923076923,1.51048951
frozenset({' Door '}),"frozenset({'Maindoor', 'Fridge', 'Seat'})",0.361111111,0.611111111,0.333333333,0.923076923,1.51048951
"frozenset({'Maindoor', ' Door ', 'Fridge'})",frozenset({'Toilet'}),0.333333333,0.916666667,0.333333333,1,1.090909091
"frozenset({'Maindoor', ' Door ', 'Toilet'})",frozenset({'Fridge'}),0.333333333,0.944444444,0.333333333,1,1.058823529
"frozenset({' Door ', 'Fridge', 'Toilet'})",frozenset({'Maindoor'}),0.361111111,0.638888889,0.333333333,0.923076923,1.444816054
"frozenset({'Maindoor', ' Door '})","frozenset({'Fridge', 'Toilet'})",0.333333333,0.916666667,0.333333333,1,1.090909091
"frozenset({' Door ', 'Fridge'})","frozenset({'Maindoor', 'Toilet'})",0.361111111,0.638888889,0.333333333,0.923076923,1.444816054
"frozenset({' Door ', 'Toilet'})","frozenset({'Maindoor', 'Fridge'})",0.361111111,0.638888889,0.333333333,0.923076923,1.444816054
frozenset({' Door '}),"frozenset({'Maindoor', 'Fridge', 'Toilet'})",0.361111111,0.638888889,0.333333333,0.923076923,1.444816054
"frozenset({'Shower', ' Door ', 'Seat'})",frozenset({'Fridge'}),0.222222222,0.944444444,0.222222222,1,1.058823529
"frozenset({'Shower', ' Door ', 'Fridge'})",frozenset({'Seat'}),0.222222222,0.916666667,0.222222222,1,1.090909091
"frozenset({'Shower', ' Door '})","frozenset({'Fridge', 'Seat'})",0.222222222,0.916666667,0.222222222,1,1.090909091
"frozenset({' Door ', 'Fridge', 'Seat'})",frozenset({'Toilet'}),0.361111111,0.916666667,0.361111111,1,1.090909091
"frozenset({' Door ', 'Seat', 'Toilet'})",frozenset({'Fridge'}),0.361111111,0.944444444,0.361111111,1,1.058823529
"frozenset({' Door ', 'Fridge', 'Toilet'})",frozenset({'Seat'}),0.361111111,0.916666667,0.361111111,1,1.090909091
"frozenset({' Door ', 'Seat'})","frozenset({'Fridge', 'Toilet'})",0.361111111,0.916666667,0.361111111,1,1.090909091
"frozenset({' Door ', 'Fridge'})","frozenset({'Seat', 'Toilet'})",0.361111111,0.888888889,0.361111111,1,1.125
"frozenset({' Door ', 'Toilet'})","frozenset({'Fridge', 'Seat'})",0.361111111,0.916666667,0.361111111,1,1.090909091
frozenset({' Door '}),"frozenset({'Fridge', 'Seat', 'Toilet'})",0.361111111,0.888888889,0.361111111,1,1.125
"frozenset({'Shower', ' Door ', 'Fridge'})",frozenset({'Toilet'}),0.222222222,0.916666667,0.222222222,1,1.090909091
